,ASIN,Product Title,Product Description
252,B0CDQ8P8S4,"Redmi 12 (Moonstone Silver,6GB RAM, 128GB Storage)","Display: Large 17.24cm FHD+ 90Hz AdaptiveSync display with Corning Gorilla Glass 3 Protection
Processor:Mediatek Helio G88 Octa-core processor for high performance ; Up to 2.0GHz; Upto 16GB RAM including 8GB Virtual RAM
Camera: 50MP f/1.8 AI Triple camera(8MP Ultrawide and 2MP Macro) with classic film filters, Film Frame, Portrait, Night Mode, 50MP mode, Time-lapse, Google lens | 8MP Selfie camera
Battery: 5000 mAh large battery with 22.5W fast charger in-box and Type-C connectivity
Memory, Storage & SIM: 6GB RAM | 128GB Storage | Dual SIM (nano+nano)
"
253,B0CPDS74PS,"IKALL K510 Smartphone (2GB, 32GB, 4G Volte) (Purple)","13MP Rear Camera | 5MP Front Camera | Made in India
12.7 cm (5 inch) Display | multi-touch capacitive touch screen with 480*854 pixel resolution
2GB ram, 32GB storage | Expandable Memory 256GB | Dual Sim | 4G Support
Processor:- MTK6739 1.3 Ghz Quad Core | Android 13.0
1 Year manufacturing warranty for mobile and 6 months for accessories
"
254,B0C78J479Z,"realme 11 Pro 5G (Oasis Green, 8GB RAM, 256GB Storage) | 120 Hz Curved Display | 100MP Prolight Camera | 7050 5G Dimensity | 67W SUPERVOOC | 12GB Dynamic RAM | Premier Vegan Leather Finish Design","*[RAM, ROM AND Explandabe Memory] :- 12 GB RAM | 256 GB ROM | Not Expandable (Memory Card Slot Not Available)
*[Display] :- Curved Vision Display, The realme Pro 5G smartphone has a 120 Hz curved vision display that ensures immersive display. It comes with an array of features like 2160 Hz PWM dimming, TUV Rheinland certified eye protection features, 1260 Hz Turbocharged Touch Sampling, and 16x HyperPrecise Touch for a smooth and hassle-free usage. The 2.33 Chin, 61-degree Precision Curvature, and Doubly reinforced Glass gives an aesthetic look and perfectly fits in your hands.
*[Processor] :- Powerful Processor, The Dimensity 7050 5G chipset of this smartphone delivers fast and smooth performance. The realme Pro 5G smartphone has 5G compatibility along with TUV SUD rating for 48-month system fluency, Dash Memory Engine, 6 nm technology process, and an AnTuTu score above 550,000 which makes it a feature-packed smartphone.
*[Fast Charging Technology] :- Fast Charging, Equipped with a 67 W SUPERVOOC charge, this smartphone can be charged from 0-50% in less than 18 minutes. It has more than 38 safety protections and Intelligent Five-core Chip Protection which ensures fast charging and safety.
*[Massive Battery] :- 5000 mAh Battery, This smartphone features a massive battery of 5000 mAh which ensures that you have enough power to get on with the day. You can enjoy up to 29.09 hours of call time, 404.88 hours of standby time, 23.36 hours of music time, 18.86 hours of video time, and 8.29 hours of game time.
*[Amazing Design] :- Aesthetic Design, This smartphone is designed by the former Gucci prints designer, Matteo Menotto featuring a Premium Lychee Vegan Leather, 3D Couture-level Seam, and 3D Woven Texture that makes it classy and stylish.
*[Massive Storage] :- Massive Storage, This smartphone comes with a 256 GB of storage space which allows you to store all kinds of data seamlessly.
"
255,B0BYN6SGHD,"Redmi 12C (Mint Green, 6GB RAM, 128GB Storage) | High Performance Mediatek Helio G85 | Big 17cm(6.71) HD+ Display with 5000mAh(typ) Battery","Processor: High performance MediaTek Helio G85,upto 2Ghz; Enhanced gaming with 1GHz GPU | 6+5GB(Virtual RAM) LPDDR4x
Camera: 50MP f/1.8 AI Dual camera with Portrait mode & Night Mode | 5MP Selfie camera
Display: Large 17cm HD+ display with Scratch resistant Glass and Oleophobic coating | 500nits peak brightness
5000mAh(typ) battery with 10W charger in-box
Dual band Wifi support ensures better throughput and connectivity
"
256,B0BZDSGDC1,"realme C55 (Sunshower 6GB RAM, 64GB Storage)","☆【RAM, ROM And Expandable】:- 6 GB RAM | 64 GB ROM | Expandable Upto 1 TB.
☆【Display】:- Dazzling FHD+ Display Get a superior visual experience with the 17.07 cm (6.72) 90 Hz FHD+ display that can keep you fascinated and delighted. Because of the 90 Hz refresh rate, navigating across web pages, social media, and other apps is exceptionally fluid and lag-free.
☆【Camera】:- 64MP + 2MP | 8MP Front Camera, 64 MP AI Camera, You can snap beautiful, high-quality pictures that catch every detail with astounding clarity thanks to the 64 MP AI camera in the C55. In addition, regardless of whether you’re an expert, you can effortlessly capture pictures that are of a professional calibre
☆【Processor】:- Mediatek Helio G88 Chipset, With the Mediatek Helio G88 processor, enjoy processing power that is blazingly quick and flawless in multitasking. This potent technology offers effective performance, fluid gameplay, and quicker app loading times, making your day smooth and productive.
☆【Battery】:- 5000 mAh Battery, Powerful SUPERVOOC Charge, With a 33 W SUPEVOOC charge, enjoy blazing-fast charging that instantly charges up your smartphone. Also, a large 5000 mAh battery allows you to use the device for hours at a time without interruption when streaming music, streaming movies, or playing games, all without ever being concerned about the battery running out.
☆【Dynamic RAM】:- Witness stupendous speed and flawless multitasking with up to 16 GB of dynamic RAM. 16 GB of dynamic RAM provides a fluid and reactive user experience, free of latency or glitches, whether you're watching high-definition video, playing graphics-intensive video games, or running numerous programmes simultaneously. Every day, at your fingertips, reap the benefits of a quick, effective, and pleasurable smartphone experience.
☆【Sleek Design】:- This phone’s sleek and sophisticated design, which measures just 7.89 mm thick, enhances your sense of style. A magnificent impact is also produced by the Sunshower Design when it Is exposed to sunshine, illuminating every moment.
"
257,B0CJ8ZHGTZ,"Lava Blaze Pro 5G (Starry Night, 8GB RAM, 128GB Storage)| 50 MP AI Camera |120 Hz FHD+ Display | 33W Fast Charger | Upto 16 GB Expandable RAM","(8 GB RAM,128 GB ROM); Upto 16GB Expandable RAM
33W Fast Charging
17.22cm(6.78"") 120Hz FHD+ Punch Hole Display with Widevine L1 DRM Protection - Enjoy all your Content in High Resolution
Solid Performance with 2.2 Ghz Octa Core MediaTek Dimensity 6020 Processor
Camera - 50 MP AI Camera with LED Flash and 8 MP Selfie Camera. Also supports 2K Video Recording with EIS Support
"
258,B0C591VB5D,"Nokia C32 with 50MP Dual Rear AI Camera | Toughened Glass Back | 4GB RAM, 128GB Storage | Upto 7GB RAM with RAM Extension | 5000 mAh Battery | 1 Year Replacement Warranty | Android 13 | Beach Pink","Take great low-light images with the 50 MP dual rear sensor that captures more light or the 8MP selfie camera, plus Night-mode for both front and back cameras.
3-day battery life with the big 5000 mAh battery and the latest AI-powered battery saving features
Toughened glass back and a metallic-finish frame that elevates the luxurious design and protects against dust and spills with an IP52 protection rating.
Android 13 out of the box with memory extension that turns 3 GB of storage space into device memory, you’ll be able to open and switch between more applications.
With a fingerprint sensor conveniently built into the power button, and face unlock.
"
259,B0CL5HM25C,"realme C51 (Mint Green, 4GB RAM, 128GB Storage) | Upto 8GB Dynamic RAM | 7.99 mm Stylish Glittery Design | Mini Capsule | Unisoc T612 Processor | 5000mAh Battery 33W SUPERVOOC Charge|FingerprintSensor","☆【RAM, ROM And Expandable】:- 4GB LPDDR4X RAM, 128GB storage, expandable memory up to 2TB with microSD || Dimensions:167.2×76.7×7.99mm; Weight: 186g || Dual SIM (nano + nano + microSD) || Up to 8 GB Dynamic RAM, Multitask seamlessly and perform a multitude of tasks effortlessly as this device supports up to 8 GB Dynamic RAM so you can switch between applications without any hassle.
☆【Display】:- 6.7-inch (1600 x 720 pixels) HD+ IPS LCD screen with 90Hz refresh rate, 180Hz touch sampling rate, up to 560 nits peak brightness || 90 Hz Display, With a 90 Hz refresh rate, you can watch clear visuals elevating your entertainment experience like never before.
☆【Processor】:- UNISOC T612 Octa-Core 12nm processor with Mali-G57 GPU || The realme C51 is powered by the Unisoc T612 chipset, an octa-core processor paired with 4GB of RAM. This combination provides sufficient performance for everyday tasks, such as web browsing, social media usage, and gaming.It performs admirably for daily use.
☆【Battery】:- 5000mAh battery with 33W SuperVOOC fast charging || C51's 5000mAh battery provides ample power for a full day of moderate to heavy usage. With a combination of web browsing, social media, and occasional gaming, the battery can easily last for 10-12 hours on a single charge. Even with more demanding usage, such as extensive video streaming or gaming, the battery can still provide 8-10 hours of usage. It also comes with 33W SuperVOOC charging which charges from 0-50% in 28 minutes.
☆【Rear Camera】:- 50MP + 0.08MP || 50MP Primary Camera (f/1.8, 1/2.76 inch Sensor Size, 0.64um Pixel Size (Four-in-One 1.28um), FOV: 77 Degree, 5P Lens, Focal Length: 27 mm, PDAF) + 0.08MP Black and White Camera (f/3.0, 1/15 inch Sensor Size, 2.5um Pixel Size, FOV: 40 Degree, 1P Lens, Focal Length: 61 mm, Fixed Focus), CMOS, 20 Continuous Shoots, Feature:50MP Mode, Video, Night Mode, Panoramic View, Expert, Portrait Mode, HDR, AI Scene Recognition, Filter, Slow Motion, Video Feature: Slow Motion.
☆【Front Camera】:- 5MP Front Camera Setup: (S5K5E9YX04, f/2.22 Aperture, FOV: 76.8 Degree, 1/5 inch Sensor Size, 1.12um Pixel Size, 3P Lens, Fixed Focus, CMOS, Camera Features: Video, Portrait Mode, Beauty Mode, HDR, Face Recognition, Filter, Bokeh Effect Control || Flash : Rear: Single Flash | Front: Screen Flash
☆【Fingerprint Technology】:- Side-mounted Fingerprint sensor || Quick Side-mount Fingerprint, Safeguard your data with the quick and responsive side-mounted fingerprint scanner. You can also hide the window when taking screenshots, accessing local files, obox files, LAN Transfer Support, sending shimo docs to the session to improve collaboration and enhance the efficiency.
"
260,B07WDKLTVG,"Vivo T2 5G (Velocity Wave, 128 Gb) (6 Gb Ram), Grey","6 GB RAM | 128 GB ROM
16.21 cm (6.38 inch) Full HD+ Display
64 MP (OIS) + 2MP | 16MP Front Camera
4500 mAh Battery
Snapdragon 695 Processor
"
261,B0CDWNXR13,"TECNO Spark 10C (Magic Skin Blue, 8GB RAM,128GB Storage)|16GB Expandable RAM | 90Hz Refresh Rate 6.6"" HD+Dot Display | 16MP AI Dual Rear Camera","8GB LPDDR4x Physical RAM with 8GB Customizable memory fusion RAM for absolute fast response | 128GB UFS2.2 internal storage, which provides ample space for storing your photos, videos, music, and other files
16MP F1.8 larger Aperture and PDAF Primary Camera | SuperNight, AI Portrait, Pro mode, Smile Shot, Slow Motion, Time Lapse and many modes for mesmerizing shots
6.6HD+ dot display, 90Hz refresh rate for overall improved visual fluency | 180Hz touch Sampling Rate for grater gaming experience
Octa core efficient Processor | Ultra fast side Fingerprint Sensor
5000mAh battery with 26 days standby time | 10W in-box Type C Charger, faster charging
"
262,B0CS9WXK3H,"V29 5G (Majestic Red, 128 GB) (8 GB RAM)","This phone features a streamlined 3D curved display with a seamless transition between the smooth and delicate curved surface and the frame. With a thickness of 0.746 cm (7.46 mm) , it offers visually appealing design and a comfortable grip.
With the new generation of smart aura light with changing color temperatures, allowing you to shine brilliantly always and everywhere even in low light conditions. The aura light not only enhances visual appeal, but also provides impressive lighting.
Use the front camera to capture group pictures with friends or family members during gatherings, holidays and travels. Industry-leading 50 MP, f/2.0 aperture, upgraded Field Of View 92 degree, and autofocus (AF). With multiple improvements, the front camera goes beyond the limitation of single-person selfies. It allows for stunning group selfies.
The style inspiration is derived from the works of top Indian wedding photographers and KOLs in the industry, ensuring that users can effortlessly capture stunning wedding portraits that are ready to be shared on social media with just a single tap.
The FlashCharge Technology in this phone allows for 80 W of charging power that charges 1-50% in just 18 minutes. Combined with an advanced heat dissipation system, your phone can be fully charged quickly in various scenarios such as while having breakfast or at the airport.
Capture a more stable image, delivering better image quality in low-light conditions. GN5 sensor with a size of 1/1.56 inches, boast excellent sensing performance. The camera can deliver 50 MP ultra HD images with every little detail; in dark settings, the lenses can let in more light and deliver brighter, purer night images.
The innovative 3D Magnetic Particle and nano scale Magnetic Particle create Floating Mountain like texture. The overall effect of 3D particles technology is just like thousands of stars. It's shiny when the stars are dense, and it glitters when the stars are sparse. With the cascading gradations of light and shadow, the back cover looks translucent and three-dimensional.
Low light and shaky footage are the biggest challenges when shooting videos at night. Now, with the powerful Aura light, excellent night scene algorithms, and electronic image stabilization, problems are solved. Videos shot at night are brightened up with noise cancellation.
"
263,B0CJ91BY1H,"Lava Blaze Pro 5G (Radiant Pearl, 8GB RAM, 128GB Storage)| 50 MP AI Camera |120 Hz FHD+ Display | 33W Fast Charger | Upto 16 GB Expandable RAM","(8 GB RAM,128 GB ROM); Upto 16GB Expandable RAM
33W Fast Charging
17.22cm(6.78"") 120Hz FHD+ Punch Hole Display with Widevine L1 DRM Protection - Enjoy all your Content in High Resolution
Solid Performance with 2.2 Ghz Octa Core MediaTek Dimensity 6020 Processor
Camera - 50 MP AI Camera with LED Flash and 8 MP Selfie Camera. Also supports 2K Video Recording with EIS Support
"
264,B082F2YCQ3,"(Refurbished) Oppo Find N2 Flip (Moonlit Purple) (8GB- RAM, 256GB Storage)","8 GB RAM | 256 GB ROM 17.27 cm (6.8 inch) Full HD+ Display 50MP + 8MP | 32MP Front Camera 4300 mAh Battery Mediatek Dimensity 9000+ Processor
"
265,B0869BGNLD,"OPPO Find X2 (Black, 12GB RAM, 256GB Storage) with No Cost EMI/Additional bank Offers","48MP (Sony IMX586 Sensor) wide-angle lens (f/1.7 aperture) rear camera, 12MP (Sony IMX708 Sensor) ultra-wide-angle lens (f/2.2 aperture), 13MP (f/2.4 aperture) telephoto camera | 32MP front facing camera
17.01 centimeters (6.7-inch) OLED curved screen with 120Hz ultra-high refresh rate, QHD+ display 3168 x 1440 pixels resolution, 513 ppi pixel density
Memory, Storage & SIM: 12GB RAM (LPDDR5) | 256GB (UFS 3.0) internal memory | Dual Nano SIM
Color OS 7.1 based on Android v10.0 operating system with 2.8GHz Qualcomm Snapdragon 865 octa core processor, Adreno 650 GPU
Innovative 65W SuperVOOC flash charging brings the 4260 mAh battery to 40% in just 10 minutes, fully charging in 38 minutes providing talk-time of 37.8 hours and standby time of 378 hours
1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase
Box also includes: Type-C cable, earphone, adapter, SIM tray ejector, protective case, booklet with warranty card and quick guide
"
